"device_id";"device_type";"manufacturer";"model";"country";"failure_event_count";"downtime";"maintenance_cost";"maintenance_frequency";"maintenance_class";"risk_score"
"MD02956";"Defibrillator";"UltraMed";"Model-600";"Italy";2;24.18;-1650.66;3;3;32.53
"MD02959";"MRI Scanner";"UltraMed";"Model-100";"Canada";1;14.22;6376.92;3;2;25.6
"MD02960";"X-Ray Machine";"MedEquip";"Model-400";"France";4;5.77;9265.34;3;2;35.04
"MD02961";"PET Scanner";"CardioSync";"Model-450";"Canada";4;9.83;3260.23;3;1;33.09
"MD02962";"CT Scanner";"UltraMed";"Model-200";"USA";1;14.37;11550.73;4;2;30.92
"MD02963";"X-Ray Machine";"ImagingTech";"Model-650";"Canada";2;25.46;12473.38;5;3;47.93
"MD02965";"X-Ray Machine";"ImagingTech";"Model-250";"Japan";1;4.82;7732.79;5;2;17.55
"MD02966";"CT Scanner";"UltraMed";"Model-100";"USA";5;32.19;8227.83;1;3;65.42
"MD02968";"MRI Scanner";"CardioSync";"Model-550";"Italy";2;9.48;14888.38;1;2;34.37
"MD02969";"MRI Scanner";"MedEquip";"Model-450";"Italy";2;17.12;2675.33;4;3;29.8
"MD02974";"MRI Scanner";"RescueTech";"Model-150";"Italy";1;13.72;10324.99;3;2;29.04
"MD02975";"PET Scanner";"CardioSync";"Model-550";"USA";5;11.84;5724.83;1;2;42.56
"MD02976";"Defibrillator";"MedEquip";"Model-350";"Italy";1;11.9;6117.91;5;2;23.02
"MD02977";"Infusion Pump";"MedEquip";"Model-150";"Japan";1;6.34;5460.18;3;3;16.8
"MD02979";"Infusion Pump";"ImagingTech";"Model-350";"UK";3;12.74;12176.71;5;3;39.92
"MD02980";"X-Ray Machine";"UltraMed";"Model-100";"Italy";1;12.83;4736.67;3;2;22.57
"MD02981";"PET Scanner";"MedEquip";"Model-100";"USA";2;21.37;16269.22;5;3;47.64
"MD02982";"Infusion Pump";"ScanPro";"Model-150";"Italy";1;9.26;14500.86;2;2;28.76
"MD02984";"Defibrillator";"MedEquip";"Model-600";"France";2;6.89;5734.06;1;1;22.62
"MD02985";"X-Ray Machine";"CardioSync";"Model-150";"USA";0;8.98;3433.12;5;2;12.41
"MD02986";"CT Scanner";"ScanPro";"Model-650";"France";2;14.32;2282.85;5;2;26.6
"MD02987";"MRI Scanner";"ScanPro";"Model-400";"Japan";2;27.49;19416.81;1;3;56.91
"MD02988";"Defibrillator";"ImagingTech";"Model-600";"Canada";2;8.59;5411.28;4;1;24.0
"MD02989";"Defibrillator";"CardioSync";"Model-300";"Canada";0;1.99;3798.5;3;1;5.79
"MD02990";"Defibrillator";"ImagingTech";"Model-450";"UK";2;14.33;23091.19;3;3;47.42
"MD02994";"Defibrillator";"ScanPro";"Model-250";"France";1;17.4;13457.57;3;3;35.86
"MD02995";"Infusion Pump";"CardioSync";"Model-200";"Italy";0;4.3;2232.78;3;1;6.53
"MD02996";"Infusion Pump";"ScanPro";"Model-400";"Japan";1;5.7;8474.44;3;1;19.17
"MD02998";"PET Scanner";"CardioSync";"Model-350";"Japan";4;5.92;13398.53;2;3;39.32
"MD02999";"Defibrillator";"CardioSync";"Model-450";"Italy";3;9.35;3514.82;3;1;27.86
"MD03000";"X-Ray Machine";"ImagingTech";"Model-550";"UK";4;27.96;11824.26;1;3;59.78
"MD03002";"Defibrillator";"ImagingTech";"Model-250";"France";3;24.97;5476.38;5;3;45.45
"MD03003";"Infusion Pump";"ImagingTech";"Model-600";"France";1;17.93;25896.04;3;3;48.83
"MD03005";"CT Scanner";"UltraMed";"Model-550";"Italy";2;2.35;15063.37;3;2;27.41
"MD03007";"Infusion Pump";"MedEquip";"Model-450";"Japan";2;11.73;16564.74;5;3;38.29
"MD03009";"MRI Scanner";"ImagingTech";"Model-550";"Japan";2;11.4;3856.12;1;2;25.26
"MD03010";"X-Ray Machine";"ImagingTech";"Model-150";"UK";2;11.42;9698.66;1;3;31.12
"MD03011";"Defibrillator";"UltraMed";"Model-400";"Canada";0;6.78;3073.5;3;1;9.85
"MD03014";"MRI Scanner";"CardioSync";"Model-100";"Italy";3;3.75;13321.99;4;3;32.07
"MD03015";"X-Ray Machine";"MedEquip";"Model-100";"UK";1;6.63;6334.76;1;1;17.96
"MD03018";"Defibrillator";"UltraMed";"Model-150";"France";2;8.89;1279.45;4;1;20.17
"MD03020";"CT Scanner";"RescueTech";"Model-550";"Italy";0;11.05;12396.69;3;3;23.45
"MD03022";"MRI Scanner";"RescueTech";"Model-650";"USA";3;7.01;4127.13;3;1;26.14
"MD03023";"X-Ray Machine";"ImagingTech";"Model-300";"Japan";1;17.79;5626.54;2;2;28.42
"MD03024";"CT Scanner";"ScanPro";"Model-450";"Japan";0;12.83;2182.11;3;2;15.01
"MD03025";"X-Ray Machine";"UltraMed";"Model-100";"France";4;6.39;18091.01;5;3;44.48
"MD03027";"PET Scanner";"UltraMed";"Model-500";"UK";1;7.57;13900.02;3;2;26.47
"MD03028";"X-Ray Machine";"CardioSync";"Model-150";"USA";5;12.01;10223.28;5;2;47.23
"MD03030";"CT Scanner";"ScanPro";"Model-300";"USA";0;8.88;6006.8;1;2;14.89
"MD03031";"X-Ray Machine";"RescueTech";"Model-150";"Canada";2;2.39;5071.68;2;2;17.46
"MD03033";"PET Scanner";"MedEquip";"Model-600";"USA";4;18.06;14709.48;2;3;52.77
"MD03034";"MRI Scanner";"CardioSync";"Model-350";"Japan";1;9.33;7519.08;1;1;21.85
"MD03035";"Defibrillator";"ScanPro";"Model-100";"Canada";3;8.69;2811.7;2;2;26.5
"MD03036";"Infusion Pump";"CardioSync";"Model-400";"France";0;12.92;7041.63;3;2;19.96
"MD03038";"PET Scanner";"ScanPro";"Model-500";"Japan";0;10.29;9592.28;3;2;19.88
"MD03039";"CT Scanner";"ImagingTech";"Model-650";"Japan";2;19.51;24070.92;5;3;53.58
"MD03041";"Defibrillator";"ImagingTech";"Model-650";"France";1;6.19;1730.59;1;1;12.92
"MD03042";"Infusion Pump";"ImagingTech";"Model-250";"UK";1;19.36;17861.01;4;3;42.22
"MD03044";"Infusion Pump";"ScanPro";"Model-350";"Canada";1;19.25;622.48;1;3;24.87
"MD03046";"X-Ray Machine";"ImagingTech";"Model-150";"UK";1;2.04;4518.44;2;1;11.56
"MD03047";"Infusion Pump";"RescueTech";"Model-400";"Japan";2;1.18;4111.25;5;1;15.29
"MD03048";"CT Scanner";"MedEquip";"Model-450";"France";0;4.52;5054.27;5;1;9.57
"MD03049";"Infusion Pump";"ScanPro";"Model-650";"USA";2;15.32;8210.82;2;2;33.53
"MD03050";"CT Scanner";"RescueTech";"Model-200";"USA";1;14.66;14496.29;5;3;34.16
"MD03052";"PET Scanner";"CardioSync";"Model-550";"Japan";4;9.61;4268.78;2;2;33.88
"MD03054";"CT Scanner";"UltraMed";"Model-200";"Japan";3;4.62;5910.57;5;2;25.53
"MD03055";"X-Ray Machine";"MedEquip";"Model-450";"Japan";1;8.03;14086.92;4;3;27.12
"MD03056";"Defibrillator";"RescueTech";"Model-150";"USA";0;13.69;18148.29;5;3;31.84
"MD03057";"Infusion Pump";"CardioSync";"Model-550";"Japan";0;8.02;20837.06;4;3;28.86
"MD03058";"Defibrillator";"CardioSync";"Model-150";"Japan";1;28.58;15270.83;3;3;48.85
"MD03059";"X-Ray Machine";"ImagingTech";"Model-150";"Canada";3;3.1;2229.0;2;1;20.33
"MD03060";"X-Ray Machine";"MedEquip";"Model-250";"UK";1;9.9;17091.34;5;2;31.99
"MD03061";"X-Ray Machine";"UltraMed";"Model-200";"Italy";2;6.07;6373.48;2;2;22.44
"MD03062";"MRI Scanner";"MedEquip";"Model-400";"Italy";3;7.2;8147.43;4;3;30.35
"MD03066";"X-Ray Machine";"RescueTech";"Model-500";"USA";2;6.2;4224.12;1;2;20.42
"MD03067";"Infusion Pump";"ImagingTech";"Model-300";"Canada";1;6.74;3227.65;5;1;14.97
"MD03068";"CT Scanner";"UltraMed";"Model-150";"Canada";3;27.42;14072.41;2;3;56.49
"MD03069";"X-Ray Machine";"ScanPro";"Model-200";"Japan";2;10.43;15872.85;3;3;36.3
"MD03070";"X-Ray Machine";"RescueTech";"Model-250";"USA";3;7.18;18994.43;2;3;41.17
"MD03071";"CT Scanner";"UltraMed";"Model-600";"France";0;11.86;22724.83;4;3;34.58
"MD03072";"PET Scanner";"UltraMed";"Model-600";"Canada";1;1.77;2795.54;1;1;9.57
"MD03073";"Defibrillator";"ImagingTech";"Model-550";"Italy";2;7.67;8235.97;4;1;25.91
"MD03075";"CT Scanner";"UltraMed";"Model-250";"UK";3;15.52;12780.71;3;2;43.3
"MD03076";"PET Scanner";"MedEquip";"Model-650";"Italy";3;9.4;-76.16;1;1;24.32
"MD03077";"PET Scanner";"MedEquip";"Model-450";"Canada";1;3.35;5724.9;2;2;14.07
"MD03078";"PET Scanner";"ScanPro";"Model-650";"France";0;26.28;19143.84;4;3;45.42
"MD03079";"X-Ray Machine";"ImagingTech";"Model-550";"Japan";4;6.11;10031.32;2;3;36.14
"MD03080";"PET Scanner";"UltraMed";"Model-300";"USA";2;8.45;12165.64;1;3;30.62
"MD03081";"PET Scanner";"ImagingTech";"Model-100";"France";1;14.84;27005.47;2;3;46.85
"MD03083";"MRI Scanner";"ScanPro";"Model-150";"France";2;30.04;17192.66;4;3;57.23
"MD03084";"CT Scanner";"MedEquip";"Model-550";"Italy";1;6.98;6265.6;5;2;18.25
"MD03085";"X-Ray Machine";"RescueTech";"Model-100";"UK";1;4.21;4051.28;1;1;13.26
"MD03086";"Infusion Pump";"ScanPro";"Model-500";"UK";1;6.78;8700.12;1;2;20.48
"MD03087";"PET Scanner";"CardioSync";"Model-200";"Japan";3;7.68;8208.67;5;2;30.89
"MD03088";"Infusion Pump";"CardioSync";"Model-600";"UK";1;10.04;3527.15;4;2;18.57
"MD03089";"MRI Scanner";"ScanPro";"Model-400";"Italy";1;15.7;8199.99;5;2;28.9
"MD03091";"CT Scanner";"RescueTech";"Model-500";"Italy";1;6.41;11052.75;1;2;22.46
"MD03093";"X-Ray Machine";"MedEquip";"Model-300";"USA";2;23.19;7265.19;5;3;40.46
"MD03094";"MRI Scanner";"ScanPro";"Model-650";"France";1;16.66;7211.92;3;2;28.87
"MD03096";"X-Ray Machine";"MedEquip";"Model-250";"Canada";5;19.13;14419.88;4;3;58.55
"MD03097";"CT Scanner";"UltraMed";"Model-500";"UK";0;16.01;9868.7;3;2;25.88
"MD03098";"Defibrillator";"RescueTech";"Model-600";"Italy";3;19.03;14316.77;1;3;48.35
"MD03100";"PET Scanner";"MedEquip";"Model-150";"USA";0;15.35;9144.42;5;2;24.49
"MD03102";"Defibrillator";"RescueTech";"Model-350";"Canada";1;17.02;6411.7;2;3;28.43
"MD03103";"X-Ray Machine";"CardioSync";"Model-250";"Italy";1;2.8;4785.97;1;1;12.59
"MD03106";"PET Scanner";"ImagingTech";"Model-400";"USA";4;9.21;11833.94;4;2;41.04
"MD03107";"Defibrillator";"CardioSync";"Model-150";"USA";2;4.35;10061.52;2;3;24.41
"MD03108";"Infusion Pump";"CardioSync";"Model-600";"Italy";2;7.09;10747.19;5;2;27.84
"MD03109";"CT Scanner";"ScanPro";"Model-150";"Italy";4;5.3;6477.09;4;1;31.78
"MD03110";"PET Scanner";"CardioSync";"Model-350";"Japan";0;8.93;5546.22;3;1;14.48
"MD03111";"CT Scanner";"ScanPro";"Model-500";"USA";2;6.69;12186.34;4;3;28.88
"MD03112";"Defibrillator";"CardioSync";"Model-350";"USA";3;22.25;12064.26;2;3;49.31
"MD03114";"X-Ray Machine";"ImagingTech";"Model-200";"France";0;13.79;17178.12;2;3;30.97
"MD03115";"MRI Scanner";"UltraMed";"Model-550";"Japan";2;20.57;10232.19;4;3;40.8
"MD03116";"Defibrillator";"MedEquip";"Model-100";"Japan";5;3.24;2867.43;2;1;31.11
"MD03118";"Defibrillator";"MedEquip";"Model-500";"Canada";3;5.43;3352.18;1;1;23.78
"MD03120";"PET Scanner";"RescueTech";"Model-150";"Italy";2;8.83;13269.9;5;2;32.1
"MD03121";"MRI Scanner";"CardioSync";"Model-200";"Japan";1;6.04;9821.18;2;1;20.86
"MD03122";"CT Scanner";"CardioSync";"Model-550";"UK";2;16.63;11014.32;5;2;37.64
"MD03124";"Defibrillator";"UltraMed";"Model-400";"France";0;17.85;17105.1;2;3;34.96
"MD03125";"MRI Scanner";"UltraMed";"Model-650";"Canada";2;5.05;3740.39;5;1;18.79
"MD03127";"CT Scanner";"ScanPro";"Model-350";"Italy";1;10.38;9976.34;4;3;25.36
"MD03128";"Infusion Pump";"UltraMed";"Model-650";"Canada";1;8.81;7582.24;3;1;21.39
"MD03129";"CT Scanner";"CardioSync";"Model-400";"Italy";4;8.98;6613.65;3;2;35.59
"MD03130";"MRI Scanner";"ImagingTech";"Model-650";"France";1;8.07;4739.44;3;1;17.81
"MD03131";"PET Scanner";"ImagingTech";"Model-650";"Canada";1;5.44;2253.53;4;1;12.69
"MD03133";"MRI Scanner";"CardioSync";"Model-200";"UK";5;8.93;6387.63;3;1;40.32
"MD03135";"PET Scanner";"CardioSync";"Model-150";"Italy";1;13.68;4132.69;2;2;22.81
"MD03136";"PET Scanner";"RescueTech";"Model-600";"Italy";4;8.78;5174.41;1;1;33.95
"MD03137";"Infusion Pump";"RescueTech";"Model-400";"Italy";2;6.65;1766.38;5;1;18.42
"MD03138";"Infusion Pump";"UltraMed";"Model-350";"Italy";2;12.45;14854.32;3;3;37.3
"MD03140";"PET Scanner";"UltraMed";"Model-500";"Japan";0;7.69;5510.99;5;1;13.2
"MD03143";"Defibrillator";"ScanPro";"Model-300";"UK";0;11.22;3422.81;1;2;14.64
"MD03144";"Infusion Pump";"ImagingTech";"Model-400";"Japan";5;4.31;7159.39;1;1;36.47
"MD03145";"Infusion Pump";"RescueTech";"Model-550";"Japan";2;19.22;9390.07;1;3;38.61
"MD03146";"X-Ray Machine";"RescueTech";"Model-300";"Japan";4;8.98;8462.24;4;2;37.44
"MD03148";"MRI Scanner";"RescueTech";"Model-400";"USA";0;17.54;-140.21;4;2;17.4
"MD03149";"Defibrillator";"CardioSync";"Model-400";"Canada";1;21.43;17328.75;2;3;43.76
"MD03151";"X-Ray Machine";"ScanPro";"Model-100";"Italy";0;3.06;1762.28;1;1;4.82
"MD03152";"X-Ray Machine";"ImagingTech";"Model-550";"USA";2;21.73;8031.38;2;3;39.76
"MD03153";"X-Ray Machine";"CardioSync";"Model-500";"Italy";2;7.88;8065.98;2;3;25.95
"MD03154";"CT Scanner";"RescueTech";"Model-650";"USA";2;13.61;7683.54;1;2;31.29
"MD03156";"Infusion Pump";"ImagingTech";"Model-200";"UK";3;21.47;13395.06;4;3;49.87
"MD03157";"Infusion Pump";"UltraMed";"Model-200";"USA";5;14.3;15186.23;1;2;54.49
"MD03161";"X-Ray Machine";"CardioSync";"Model-300";"Canada";3;9.84;5299.01;2;1;30.14
"MD03162";"X-Ray Machine";"ImagingTech";"Model-400";"UK";3;10.72;2928.05;2;2;28.65
"MD03163";"Defibrillator";"ScanPro";"Model-600";"Italy";0;6.72;2035.05;1;1;8.76
"MD03165";"X-Ray Machine";"MedEquip";"Model-350";"France";3;3.2;17388.24;1;3;35.59
"MD03166";"X-Ray Machine";"ScanPro";"Model-400";"Canada";5;5.99;4620.79;1;1;35.61
"MD03167";"Defibrillator";"UltraMed";"Model-500";"France";2;6.25;4029.61;4;1;20.28
"MD03168";"Defibrillator";"MedEquip";"Model-250";"Italy";3;9.66;5141.04;5;2;29.8
"MD03169";"CT Scanner";"RescueTech";"Model-450";"Italy";2;3.68;4246.51;5;1;17.93
"MD03170";"X-Ray Machine";"ImagingTech";"Model-400";"Canada";1;3.1;3655.22;1;1;11.76
"MD03171";"X-Ray Machine";"CardioSync";"Model-350";"UK";3;17.49;23139.76;4;3;55.63
"MD03172";"Defibrillator";"ImagingTech";"Model-550";"Canada";3;6.27;8088.63;3;1;29.36
"MD03173";"Infusion Pump";"UltraMed";"Model-650";"UK";1;9.65;7690.33;5;2;22.34
"MD03175";"Defibrillator";"CardioSync";"Model-500";"Italy";2;4.34;8911.72;5;1;23.25
"MD03176";"X-Ray Machine";"MedEquip";"Model-250";"Canada";3;9.11;4165.44;1;1;28.28
"MD03177";"PET Scanner";"MedEquip";"Model-200";"Italy";1;5.47;27821.86;4;3;38.29
"MD03178";"Defibrillator";"ScanPro";"Model-400";"Italy";2;3.56;7772.18;1;1;21.33
"MD03180";"PET Scanner";"ImagingTech";"Model-500";"Canada";5;7.46;10205.0;2;3;42.67
"MD03181";"PET Scanner";"ScanPro";"Model-550";"UK";0;12.99;14929.85;3;3;27.92
"MD03182";"X-Ray Machine";"MedEquip";"Model-300";"Japan";2;5.41;6932.38;4;3;22.34
"MD03183";"Infusion Pump";"RescueTech";"Model-650";"France";1;7.8;5753.7;4;1;18.55
"MD03186";"CT Scanner";"ImagingTech";"Model-650";"USA";5;9.18;2010.05;3;1;36.19
"MD03187";"CT Scanner";"RescueTech";"Model-300";"Italy";5;11.43;-156.72;5;2;36.27
"MD03188";"MRI Scanner";"ImagingTech";"Model-400";"USA";3;12.32;13474.02;4;3;40.79
"MD03190";"Defibrillator";"RescueTech";"Model-350";"UK";4;7.39;16937.26;2;3;44.33
"MD03192";"PET Scanner";"ImagingTech";"Model-600";"France";0;7.51;2327.88;4;2;9.84
"MD03193";"Defibrillator";"UltraMed";"Model-500";"France";3;6.99;17588.41;3;3;39.58
"MD03194";"PET Scanner";"UltraMed";"Model-500";"Italy";1;15.4;11741.02;2;3;32.14
"MD03195";"X-Ray Machine";"CardioSync";"Model-300";"Japan";0;9.66;17352.97;3;3;27.01
"MD03196";"Infusion Pump";"UltraMed";"Model-100";"France";1;4.0;14450.91;5;2;23.45
"MD03198";"Defibrillator";"CardioSync";"Model-400";"UK";2;28.49;12264.85;5;3;50.75
"MD03199";"X-Ray Machine";"UltraMed";"Model-150";"Japan";2;9.71;5692.92;1;1;25.4
"MD03200";"Infusion Pump";"ScanPro";"Model-200";"Italy";3;4.99;4347.27;5;1;24.34
"MD03201";"MRI Scanner";"UltraMed";"Model-650";"UK";2;7.57;1756.5;5;1;19.33
"MD03202";"PET Scanner";"ImagingTech";"Model-150";"Japan";2;5.99;9187.14;2;2;25.18
"MD03203";"CT Scanner";"MedEquip";"Model-550";"France";3;8.09;18197.91;5;3;41.29
"MD03205";"Infusion Pump";"ImagingTech";"Model-500";"Canada";3;27.06;9603.56;3;3;51.66
"MD03206";"PET Scanner";"ScanPro";"Model-100";"France";1;8.41;6301.38;4;1;19.71
"MD03207";"PET Scanner";"UltraMed";"Model-600";"Canada";2;11.22;12940.87;2;2;34.16
"MD03208";"Defibrillator";"UltraMed";"Model-650";"Canada";3;8.72;3232.2;5;1;26.95
"MD03210";"MRI Scanner";"ScanPro";"Model-600";"Canada";0;7.67;12993.66;3;2;20.66
"MD03211";"X-Ray Machine";"CardioSync";"Model-400";"Japan";1;1.71;5430.5;4;1;12.14
"MD03212";"Infusion Pump";"MedEquip";"Model-100";"Canada";2;22.12;14456.82;4;3;46.58
"MD03213";"Infusion Pump";"CardioSync";"Model-250";"Japan";1;11.49;7028.51;3;2;23.52
"MD03214";"CT Scanner";"UltraMed";"Model-150";"UK";2;4.0;5933.28;2;1;19.93
"MD03215";"MRI Scanner";"RescueTech";"Model-450";"Italy";2;14.16;16575.28;1;3;40.74
"MD03219";"X-Ray Machine";"UltraMed";"Model-300";"Italy";1;7.78;3801.71;4;1;16.58
"MD03220";"PET Scanner";"ImagingTech";"Model-300";"France";0;6.6;4295.04;3;1;10.9
"MD03221";"MRI Scanner";"ScanPro";"Model-350";"Canada";3;2.74;7015.8;2;2;24.76
"MD03222";"CT Scanner";"ScanPro";"Model-300";"France";5;29.58;19711.96;3;3;74.29
"MD03223";"CT Scanner";"RescueTech";"Model-150";"Japan";1;17.46;14041.41;4;2;36.5
"MD03224";"PET Scanner";"ScanPro";"Model-200";"Italy";2;8.7;18208.08;5;3;36.91
"MD03225";"CT Scanner";"RescueTech";"Model-550";"France";2;17.46;1540.07;1;3;29.0
"MD03226";"CT Scanner";"RescueTech";"Model-250";"USA";1;11.13;8978.17;5;3;25.11
"MD03227";"X-Ray Machine";"ImagingTech";"Model-650";"France";3;1.86;6312.52;3;1;23.17
"MD03228";"Infusion Pump";"UltraMed";"Model-100";"UK";1;6.48;4977.5;2;2;16.46
"MD03230";"Defibrillator";"ScanPro";"Model-150";"Canada";2;10.57;11422.01;5;2;31.99
"MD03231";"CT Scanner";"UltraMed";"Model-350";"Japan";1;13.91;15596.46;5;3;34.51
"MD03232";"MRI Scanner";"MedEquip";"Model-450";"Italy";1;6.72;4788.44;1;1;16.51
"MD03233";"PET Scanner";"MedEquip";"Model-400";"USA";1;18.04;11420.63;4;3;34.46
"MD03234";"X-Ray Machine";"ScanPro";"Model-550";"Japan";3;13.17;13826.07;3;2;42.0
"MD03237";"X-Ray Machine";"CardioSync";"Model-200";"UK";2;12.16;6456.42;2;3;28.62
"MD03238";"MRI Scanner";"UltraMed";"Model-200";"USA";3;4.89;815.02;5;1;20.71
"MD03239";"PET Scanner";"ScanPro";"Model-100";"USA";0;8.45;4288.16;5;1;12.74
"MD03240";"MRI Scanner";"MedEquip";"Model-250";"France";3;15.53;7039.44;3;2;37.57
"MD03241";"MRI Scanner";"MedEquip";"Model-100";"Italy";3;3.94;24390.55;1;3;43.33
"MD03242";"X-Ray Machine";"ImagingTech";"Model-550";"Italy";1;12.14;14122.54;2;2;31.26
"MD03243";"PET Scanner";"ScanPro";"Model-350";"France";3;21.08;31678.83;2;3;67.76
"MD03244";"CT Scanner";"ImagingTech";"Model-600";"Canada";0;24.6;21263.78;3;3;45.86
"MD03245";"CT Scanner";"MedEquip";"Model-350";"France";2;2.2;2498.7;5;1;14.7
"MD03246";"MRI Scanner";"UltraMed";"Model-250";"Italy";6;1.77;1168.11;2;1;32.94
"MD03248";"MRI Scanner";"CardioSync";"Model-100";"Italy";2;7.72;9288.45;2;1;27.01
"MD03249";"Infusion Pump";"CardioSync";"Model-600";"Italy";2;7.92;6271.06;2;2;24.19
"MD03250";"Infusion Pump";"RescueTech";"Model-100";"Japan";2;20.9;2441.32;3;3;33.34
"MD03251";"MRI Scanner";"CardioSync";"Model-500";"UK";3;2.36;3374.68;2;2;20.73
"MD03252";"Defibrillator";"ImagingTech";"Model-150";"Italy";6;3.18;4742.4;5;1;37.92
"MD03253";"MRI Scanner";"MedEquip";"Model-300";"Italy";1;22.43;14116.61;1;3;41.55
"MD03255";"MRI Scanner";"ScanPro";"Model-600";"Canada";0;3.13;4962.08;5;2;8.09
"MD03257";"CT Scanner";"CardioSync";"Model-250";"Canada";3;3.97;3066.14;2;1;22.04
"MD03259";"MRI Scanner";"RescueTech";"Model-150";"Italy";5;8.16;13039.11;5;3;46.2
"MD03260";"PET Scanner";"ImagingTech";"Model-650";"Canada";0;5.6;15858.82;3;3;21.46
"MD03261";"PET Scanner";"MedEquip";"Model-300";"Japan";2;8.54;4465.56;4;1;23.01
"MD03262";"MRI Scanner";"ScanPro";"Model-350";"Italy";1;8.15;4129.62;3;1;17.28
"MD03263";"X-Ray Machine";"ScanPro";"Model-650";"UK";3;9.93;7086.53;3;1;32.02
"MD03264";"X-Ray Machine";"CardioSync";"Model-200";"Canada";2;2.22;6282.25;3;2;18.5
"MD03265";"MRI Scanner";"ScanPro";"Model-200";"UK";1;6.68;3553.72;5;1;15.23
"MD03266";"X-Ray Machine";"ScanPro";"Model-200";"Canada";4;6.67;8341.93;4;1;35.01
"MD03267";"CT Scanner";"RescueTech";"Model-400";"Canada";4;24.89;22378.55;5;3;67.27
"MD03270";"CT Scanner";"MedEquip";"Model-600";"France";2;7.2;2721.48;1;1;19.92
"MD03271";"PET Scanner";"ImagingTech";"Model-450";"Italy";3;3.5;6554.28;3;2;25.05
"MD03272";"Infusion Pump";"MedEquip";"Model-100";"Canada";3;13.52;8423.18;1;3;36.94
"MD03273";"Defibrillator";"UltraMed";"Model-200";"Italy";3;6.71;4418.6;3;1;26.13
"MD03274";"MRI Scanner";"MedEquip";"Model-100";"Italy";0;15.72;7087.88;1;2;22.81
"MD03275";"Defibrillator";"ScanPro";"Model-150";"Japan";2;3.36;5584.12;3;2;18.94
"MD03276";"X-Ray Machine";"ImagingTech";"Model-450";"UK";1;25.52;13616.9;1;3;44.14
"MD03277";"PET Scanner";"UltraMed";"Model-100";"Canada";1;6.36;7835.83;3;2;19.2
"MD03278";"MRI Scanner";"UltraMed";"Model-400";"Japan";3;6.71;13257.86;4;3;34.97
"MD03280";"PET Scanner";"MedEquip";"Model-350";"France";3;16.3;15325.83;4;3;46.63
"MD03281";"CT Scanner";"ImagingTech";"Model-100";"Japan";4;11.42;10399.56;3;2;41.82
"MD03283";"Defibrillator";"CardioSync";"Model-100";"USA";3;2.45;4974.79;4;1;22.42
"MD03284";"Infusion Pump";"UltraMed";"Model-600";"Japan";6;24.3;9665.52;4;3;63.97
"MD03285";"MRI Scanner";"MedEquip";"Model-400";"UK";2;5.48;4153.63;2;2;19.63
"MD03286";"MRI Scanner";"ScanPro";"Model-400";"Italy";2;9.29;167.31;3;1;19.46
"MD03287";"PET Scanner";"ScanPro";"Model-100";"France";3;19.6;17391.34;4;3;51.99
"MD03288";"X-Ray Machine";"ScanPro";"Model-200";"Canada";0;5.94;7547.66;2;1;13.49
"MD03289";"CT Scanner";"ImagingTech";"Model-200";"Italy";1;6.63;13572.99;5;3;25.2
"MD03291";"Infusion Pump";"CardioSync";"Model-400";"France";2;10.51;6200.06;2;1;26.71
"MD03292";"Infusion Pump";"RescueTech";"Model-450";"Japan";3;4.45;3589.43;3;1;23.04
"MD03293";"Defibrillator";"ScanPro";"Model-500";"Japan";1;4.11;23675.62;3;3;32.79
"MD03294";"X-Ray Machine";"ImagingTech";"Model-350";"Italy";1;10.1;19647.22;3;3;34.75
"MD03295";"X-Ray Machine";"ScanPro";"Model-550";"Japan";1;11.83;6023.69;3;2;22.85
"MD03296";"Infusion Pump";"RescueTech";"Model-450";"Canada";2;3.54;3982.62;3;2;17.52
"MD03297";"CT Scanner";"CardioSync";"Model-250";"Japan";3;3.64;4646.45;3;1;23.29
"MD03298";"MRI Scanner";"ScanPro";"Model-400";"France";2;1.71;8524.65;5;1;20.23
"MD03299";"MRI Scanner";"MedEquip";"Model-350";"UK";1;6.08;4765.39;2;2;15.85
"MD03301";"X-Ray Machine";"CardioSync";"Model-300";"Canada";3;13.43;10995.89;4;2;39.43
"MD03303";"Defibrillator";"CardioSync";"Model-650";"Japan";2;13.99;6802.13;1;2;30.79
"MD03304";"X-Ray Machine";"ScanPro";"Model-100";"Canada";0;5.26;5347.31;5;2;10.61
"MD03305";"X-Ray Machine";"MedEquip";"Model-250";"France";1;16.0;5695.47;4;2;26.7
"MD03307";"MRI Scanner";"UltraMed";"Model-300";"USA";2;14.59;10355.72;2;3;34.95
"MD03308";"X-Ray Machine";"ScanPro";"Model-150";"USA";4;13.13;6190.69;3;3;39.32
"MD03309";"PET Scanner";"RescueTech";"Model-500";"Canada";2;15.0;6240.21;1;2;31.24
"MD03311";"MRI Scanner";"MedEquip";"Model-650";"UK";3;32.91;9240.07;1;3;57.15
"MD03312";"Defibrillator";"ImagingTech";"Model-600";"UK";2;24.49;13788.99;4;3;48.28
"MD03313";"MRI Scanner";"RescueTech";"Model-600";"USA";1;5.62;4610.21;3;2;15.23
"MD03316";"CT Scanner";"ScanPro";"Model-450";"Italy";2;13.08;7289.16;5;2;30.37
"MD03317";"PET Scanner";"RescueTech";"Model-300";"Japan";1;6.83;3996.55;4;1;15.83
"MD03319";"Infusion Pump";"UltraMed";"Model-600";"Italy";1;31.46;13871.59;5;3;50.33
